Income,Recency,Complain,Age,Customer_Days,Total_Children,Family_Load,Total_Spent,Prop_Wines,Prop_Fruits,Prop_Meat,Prop_Fish,Prop_Sweet,Prop_Gold,Total_Purchases,Prop_Web_Purchases,Prop_Catalog_Purchases,Prop_Store_Purchases,Price_Sensitivity,Monthly_Purchase_Frequency,Web_Conversion_Rate,Campaigns_Accepted,Education_Graduate,Education_Postgraduate,Education_Undergraduate,Marital_Status_Partnered,Marital_Status_Single
0.28710487203262114,0.3103532298781332,-0.09552008998760875,1.0183520211277435,1.5277207984034584,-1.26459791939004,-1.7583586927410364,1.6762453653333698,-0.2901206749252697,0.08894692400133287,0.7042899005752311,0.44550313543980513,0.05959628038956689,-0.602948515008269,1.3179449315887275,0.5373944748689266,2.0273268779609626,-2.076253201318637,-0.5414220609656817,-0.3617229423078255,0.03873417416958099,0.6172441489066659,0.9918954089228119,-0.7862200179375403,-0.3585685828003181,-1.3496031162636561,1.3496031162636561
-0.26088202881552336,-0.380813489971281,-0.09552008998760875,1.2747852170524467,-1.1890113373255555,1.4045724982538232,0.4490700407113884,-0.9632969592083475,-0.22578142658452488,-0.22281379260683878,-0.21373377537357394,0.03155447457668992,-0.22567598460657468,0.939233931393662,-1.1592728494851114,-1.0102487818224806,0.1929562324710025,-0.6316162928758748,1.3774119770718771,-0.22570654524510328,-0.687541233862532,-0.5028084002168328,0.9918954089228119,-0.7862200179375403,-0.3585685828003181,-1.3496031162636561,1.3496031162636561
0.9131964006852196,-0.7955135218809295,-0.09552008998760875,0.3345301653285348,-0.20604825548905772,-1.26459791939004,-0.654644326014824,0.2801100854971533,0.39360316912491145,0.24536877615430297,-0.6794444652359406,0.9155366643566345,-0.3893622948836652,-0.6056878332294482,0.7964253987310771,1.152606701131348,-0.3685858018626584,0.559018521774753,-1.1924550381569965,-0.10011551599714097,0.6989845451078656,-0.5028084002168328,0.9918954089228119,-0.7862200179375403,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
-1.1761140088822308,-0.7955135218809295,-0.09552008998760875,-1.289546742194586,-1.0605840000001838,0.0699872894318915,0.4490700407113884,-0.9201346318887974,-1.100243821992669,0.46643569981237787,1.0199687966915894,1.5004989075616721,0.09540157698055164,-0.2360805337504916,-0.8985130830562863,-0.1691383162293242,-1.1173085143075396,0.7574576575498584,0.6278674309634559,-0.18631901700984008,-0.5848356206054655,-0.5028084002168328,0.9918954089228119,-0.7862200179375403,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
0.2943066669818718,1.5544533256070787,-0.09552008998760875,-1.0331135462698828,-0.9519147145710234,0.0699872894318915,0.4490700407113884,-0.3075616018536441,-0.21464523941601052,0.9402984378793086,0.2427219540244311,0.47927603667045354,0.21645781740630105,-0.7764366325377288,0.535665632302252,-0.03633140060935242,0.12399493000897395,-0.7778346034470046,0.7462165698226803,0.34801282011182494,-0.07130755432013304,-0.5028084002168328,-1.0081708121685828,1.2719085970658195,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
0.49038134237437386,-1.1410968818056366,-0.09552008998760875,0.1635747013787326,-0.29989900199606,0.0699872894318915,0.4490700407113884,0.18050471475973004,1.16930329467518,0.16493717882676473,-0.8924750930487124,-0.9178852199136025,0.1291300957705799,-0.9234118385566084,0.9268052819454897,0.06025544711426348,0.31207120945087036,0.37861930743374883,-0.8030812479708034,-0.031376815494603166,-0.07130755432013304,-0.5028084002168328,-1.0081708121685828,1.2719085970658195,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
0.17080749940052806,-0.5190468339411638,-0.09552008998760875,-0.1783362265208718,1.1819548902197659,0.0699872894318915,-0.654644326014824,-0.02866656378885888,-0.26560745188209256,1.0886718748638715,0.22956274204645058,0.16833815937613986,0.5293810486923534,-0.6825302156895229,0.7964253987310771,0.6719721493638312,0.0057755543597821455,-0.6316162928758748,0.09247846945743995,-0.381999407525792,0.057074462251200116,-0.5028084002168328,0.9918954089228119,-0.7862200179375403,-0.3585685828003181,-1.3496031162636561,1.3496031162636561
-0.8597925894338532,-0.5881635059261052,-0.09552008998760875,-1.375024474169487,0.3126006067864813,0.0699872894318915,0.4490700407113884,-0.7275642484631123,-0.04071758244520472,0.1741256945281863,0.6541788448910436,-0.6903567724174082,-0.7363331546202505,0.14767235107589513,-0.6377533166274612,1.344860521838356,-1.1173085143075396,-0.07598671270558123,0.17814070329840312,-0.48303839638215657,-0.4564536040341323,-0.5028084002168328,-1.0081708121685828,1.2719085970658195,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
-1.0039678779985295,-1.0374218738282246,-0.09552008998760875,-0.4347694224455751,0.16935473053895148,0.0699872894318915,0.4490700407113884,-0.9317552584748301,-0.6767051792790254,-0.8869996671199016,2.168138522984903,-0.08196548889497503,0.23674550354879817,-0.7035256310779594,-1.1592728494851114,2.3541930805501425,-1.1173085143075396,-0.6316162928758748,-0.12167711514496617,-0.5583107278945004,-0.5848356206054655,0.6172441489066659,-1.0081708121685828,1.2719085970658195,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
-2.151748140136202,0.6559365898028403,-0.09552008998760875,1.6166961449520512,-1.2137089021958192,1.4045724982538232,1.552784407437601,-0.9267749899379589,0.49187177803864207,-0.8869996671199016,-1.0071685238721844,-0.6563048959213791,-0.4985451076463629,1.3351996946590226,-1.6807923823427617,2.3541930805501425,-1.1173085143075396,-3.409764193727341,2.8765010692887207,-0.5313141684228906,-0.8030850487767317,0.6172441489066659,-1.0081708121685828,1.2719085970658195,-0.3585685828003181,0.7409585736349484,-0.7409585736349484
