PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
3.351526671619634,-1.8380774035970942,-1.2577450860981845,-2.818160409814877,-0.14646069007387622,-0.47949248000873623,0.5813060935585359,0.6826013899683449,-0.11121600256515,-0.3907223730334454,-0.528998368373331,0.7189241827100662
-2.015411954376761,0.18258033074152188,-1.7064907361758752,-0.7015054494324094,1.8734193354925464,0.6686664455494418,0.11191120344035138,0.9686561971636234,-1.4802787489242384,-0.15786008785319702,-0.7845173951749547,1.2634595802978201
1.504060360795934,-0.5255210161891808,1.2562097990688774,-0.1028497002453087,0.5475200889148787,0.1854196446971151,-1.8686478548375642,-0.9575313309183903,1.4803591526491915,-0.06926533276148768,-0.47959498304503984,-0.04109407310305528
-2.5564812210334606,-1.291554501592892,1.2828730819933354,0.7060752184997963,1.506139627957877,-0.23637756298010681,0.5668070634792366,-1.414817535349276,0.2396604094077628,0.10911222408198655,-0.6010483680113492,-0.5391995315431903
-0.17899852707462155,0.48306140919601437,0.9848481483256026,0.9814954880677538,-0.5907936871264439,0.6255929279494126,1.7999077846298819,0.7899621431534379,0.4996266601231837,-0.4853928582599063,0.6122933228438183,-0.5129763522484495
1.082262711739419,1.9281485036943002,0.5579674237513687,1.2236850000049235,-0.9081845989686393,-0.05020991970479895,-0.8873930461239438,-0.31600586000754355,0.3757474495287561,0.3046937699116225,-0.8585744413554504,-0.16146630098952985
0.4644824755781314,-1.3761353603648119,-1.2891823499753146,-1.874086430257931,0.5068158651581964,-0.05400604212076511,-0.20154956700311635,0.2496506970484754,0.699113772537016,0.061861297176537496,-1.3216237862530633,-0.7703762864558108
-1.5169001962679765,1.1427214204116953,0.2016937092375908,0.3968181496011092,-1.156829153282327,-0.13916395999837192,1.2606468880134676,-1.9427686760652356,1.282993957771762,0.19131438699466774,-0.017152616566578606,-0.6240565904741763
-1.1514074255318185,0.8492381201864444,0.3821290188778491,0.1069059934386456,-1.1529592929014603,0.2070668018114603,2.2697827996144797,-2.512347551106877,1.617693705732952,0.5484609076244076,-0.8683690933903347,-0.34223394481630354
-3.4604553038134744,3.630473738315976,-0.19513384329701136,-1.973376330706854,-1.6382427417853547,2.8627556564240346,1.7456866808309384,-0.47624135904041937,-0.055409210339311336,-0.4085071356778007,0.6460231685899972,2.0090455710534467
-3.220719611413671,-3.46471978243386,0.9183791355437422,0.555224733204569,-2.756599305094786,-0.19979307007146574,-1.0507202600615886,-0.16461248060682673,0.8437875478802443,-0.28905676657700524,0.6221994608430603,-0.34871475085557657
1.8879279667522084,-3.287936497831437,-1.0096501747354523,0.6538993179664403,1.7319445420091406,-0.7156280199898345,0.434929830936661,1.355012864489524,0.8416111572768257,-0.5297730193981112,-0.31155192896520717,0.5354228530828485
0.08317729044022786,2.726584157215127,-2.4403967463570266,-0.12951275809875928,-0.22748313049707083,1.3488398532598735,0.014580021617460524,0.794348157106236,0.9067636749940557,-0.03396744281184232,-0.6447462600475786,-0.042625660023396315
-2.696039680406702,-3.5420615105297446,1.099481168162705,0.6335852190290037,0.44429973279349594,-2.139620150184464,-0.07045744074524289,-1.3789635246175964,1.1899872449555955,-0.07299381703131455,-0.4769659238276724,-0.15267432033430706
4.373424616068932,0.533424232152638,-2.4828519815361463,0.014335371679285022,-1.7136457376164416,-0.5447485409309883,-2.05692824968375,-0.2765331734912786,-0.4989845631612196,0.28773496125485615,-0.4147125820012287,1.1140779661100428
-2.545877389806504,1.1750259575951234,1.1654452508583533,-1.7449053407454111,0.5095227717266847,-0.05546659137211192,-0.09675566252121116,-0.1638024460531901,0.6057709602388537,-0.016072690439188592,-0.3075675834082838,-1.2594511878827317
-0.9291806405671559,-1.8453013424329396,1.1781622707379242,-0.6310437411769622,-0.2802651218997471,-0.8760523746951057,-2.069796103878901,-0.26799605521699715,1.1611239786425802,-0.5059515818455119,-1.7311756911034593,1.8541779041546649
2.805965052037324,1.9839880133918282,0.939372219434857,-0.564140958416716,-1.4973680627164032,0.15198248995743716,0.47595202399510406,0.9936774151679123,1.3459154297937452,-0.40065934871765374,0.37736625093796505,0.49935252504190486
-2.839813427305957,-4.083633988070213,-1.230115352761612,-0.563430608016275,-2.4959799073626483,0.5578998090906889,-0.13958693550030363,1.718479530977492,-0.44411519901131463,-0.4690862723023226,0.7719154789957728,-0.9994132885110906
-0.6059012698172395,-2.063818650872912,1.2176203307069238,-1.0251168884472186,-0.3821905516151186,-0.9712038524964562,-0.49684962992561715,-1.3575735030166676,1.1903706272033965,-0.3688273416988033,0.1528501274716888,0.2269498369144033
2.1703481057201626,-0.8600715457897083,2.274288175970344,-2.5253565976988814,1.2602222868249557,-2.555554388242526,6.6158477887877485,1.1826188034827116,-3.027750397967938,0.16125876003038264,-2.121379785672478,-0.5644340197972936
